pair_id,dataset,protocol,subject_id,canonical_finger_position,method,method_version,benchmark_contract_version,result_schema_version,config_hash,implementation_hash,manifest_sha256,score_direction,score_semantics,raw_score,prepare_a_ms,prepare_b_ms,compare_ms,method_prepare_a_ms,method_prepare_b_ms,method_compare_ms,total_ms,prepare_a_diagnostics,prepare_b_diagnostics,compare_diagnostics,status,error_code,error_message
sd300b_plain_roll_next_subject_impostor_01_00001011_00001012,sd300b,plain_roll_next_subject_impostor,00001011,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,182.6876,212.6727,12.719,169.0543,191.1908,11.3355,408.1476,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001012_00001013,sd300b,plain_roll_next_subject_impostor,00001012,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.7075398362859756,118.7419,261.3381,4.4483,107.8296,240.0842,3.2682,384.6124,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001013_00001014,sd300b,plain_roll_next_subject_impostor,00001013,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.9978340280983289,116.1788,182.2526,9.295,103.9999,162.7456,7.9602,307.7924,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001014_00001015,sd300b,plain_roll_next_subject_impostor,00001014,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.1558476517521431,158.7327,236.4114,12.3227,145.0558,214.8373,11.1354,407.5279,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001015_00001016,sd300b,plain_roll_next_subject_impostor,00001015,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,152.3562,233.9144,11.6874,114.6999,212.7389,10.296,398.0401,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001016_00001017,sd300b,plain_roll_next_subject_impostor,00001016,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,130.3875,271.4662,12.9884,117.0031,250.421,11.7354,414.9078,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001017_00001018,sd300b,plain_roll_next_subject_impostor,00001017,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.404850164093532,142.0639,266.3038,11.6251,109.7762,246.6552,10.3824,420.0647,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001018_00001019,sd300b,plain_roll_next_subject_impostor,00001018,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,8.362723906530467,197.9148,198.7866,14.1004,183.073,182.1842,13.0015,410.8716,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001019_00001020,sd300b,plain_roll_next_subject_impostor,00001019,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,83.0411,235.3798,3.4002,74.0049,191.8377,1.9267,321.9533,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001020_00001021,sd300b,plain_roll_next_subject_impostor,00001020,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.9205903499880899,140.4155,225.5462,12.7649,126.9241,202.9418,11.3521,378.7964,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001021_00001022,sd300b,plain_roll_next_subject_impostor,00001021,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.4465326889369874,119.0127,276.0075,13.4413,107.4595,254.0946,12.1022,408.5577,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001022_00001023,sd300b,plain_roll_next_subject_impostor,00001022,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,163.8734,233.4983,13.378,150.8164,211.8334,12.1738,410.8188,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001023_00001024,sd300b,plain_roll_next_subject_impostor,00001023,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.9398140693233805,147.8214,249.1269,11.9971,132.8769,228.0426,10.6625,409.076,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001024_00001025,sd300b,plain_roll_next_subject_impostor,00001024,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.1374374028873624,159.9495,228.0579,14.1181,146.5981,183.3226,12.9018,402.1953,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001025_00001026,sd300b,plain_roll_next_subject_impostor,00001025,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,148.0643,200.5566,11.9851,134.1507,180.5561,10.705,360.6751,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001026_00001027,sd300b,plain_roll_next_subject_impostor,00001026,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,112.7068,243.2158,5.5172,101.4597,219.9652,4.4075,361.4977,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001027_00001028,sd300b,plain_roll_next_subject_impostor,00001027,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,118.0131,190.6393,13.6331,106.9781,163.7325,12.2777,322.3536,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001028_00001029,sd300b,plain_roll_next_subject_impostor,00001028,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.7019598270244103,139.3589,220.5868,12.7702,126.8661,199.3877,11.6511,372.7802,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001029_00001030,sd300b,plain_roll_next_subject_impostor,00001029,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.3374631418662895,175.5959,234.9226,13.2441,161.5389,211.3968,11.9016,423.8487,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001030_00001031,sd300b,plain_roll_next_subject_impostor,00001030,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,9.70691460399405,137.5986,203.1661,13.0091,125.9757,167.034,11.6594,353.8425,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001031_00001032,sd300b,plain_roll_next_subject_impostor,00001031,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,13.468548277820858,114.0851,201.1033,11.8774,102.2251,180.496,10.765,327.147,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001032_00001033,sd300b,plain_roll_next_subject_impostor,00001032,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.3574106318614456,136.8317,215.7679,7.9508,124.9164,186.2291,6.8195,360.6108,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001033_00001034,sd300b,plain_roll_next_subject_impostor,00001033,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,7.861744507297617,252.1483,230.3061,11.7227,215.7808,209.1562,10.3129,494.2415,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001034_00001035,sd300b,plain_roll_next_subject_impostor,00001034,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.059238411744577,175.0266,249.8618,15.7578,160.8268,229.1915,14.039,440.7812,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001035_00001036,sd300b,plain_roll_next_subject_impostor,00001035,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,2.0754301262547927,157.303,246.1189,13.8413,144.0055,224.5747,12.6511,417.3418,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001036_00001037,sd300b,plain_roll_next_subject_impostor,00001036,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,125.5912,230.64,11.5607,113.2473,208.6726,10.4988,367.8538,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001037_00001038,sd300b,plain_roll_next_subject_impostor,00001037,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,5.1259920560305865,173.3219,268.088,13.155,139.1398,246.2853,11.9437,454.6308,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001038_00001039,sd300b,plain_roll_next_subject_impostor,00001038,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,3.6593521825036746,178.4264,229.6102,12.2254,164.752,207.4727,10.9571,420.3387,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001039_00001040,sd300b,plain_roll_next_subject_impostor,00001039,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,1.5723335321216327,144.9996,289.2327,12.4331,132.8711,252.173,11.2352,446.7457,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001040_00001041,sd300b,plain_roll_next_subject_impostor,00001040,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,0.0,123.4942,237.9494,7.6827,112.3395,202.1933,6.7327,369.1927,{},{},{},ok,,
sd300b_plain_roll_next_subject_impostor_01_00001041_00001042,sd300b,plain_roll_next_subject_impostor,00001041,1,sourceafis,3.18.1,pairwise-benchmark-v2,pairwise-result-v2,cb6ed29d0231c44a3d95e60fd1b9fd7aa8f2fa333c8ccecd971b252c041830c3,153bf41d47720151cee10b6fdb63accdd8366407e5e6803dcf611f084269adbd,825352b28bc7b86d4104cafd4f8d13c5bdad62af27f14b488a953d409c01979c,higher_is_more_similar,Unnormalized SourceAFIS similarity score returned by FingerprintMatcher.match; no threshold or decision is applied.,34.01493719942144,129.9893,237.6153,12.8533,117.4878,217.2398,11.3563,380.5316,{},{},{},ok,,
