pair_id,dataset,protocol,label,score_mode,reference_score,selected_score,score_delta_selected_minus_reference,reference_accepted,selected_accepted,decision_agreement,reference_accept_selected_reject,reference_reject_selected_accept,reference_zero_selected_positive,reference_positive_selected_zero,reference_geometry_success,selected_geometry_success,latency_delta_ms,keypoint_delta_a,keypoint_delta_b,match_count_delta,inlier_count_delta
pilot_genuine_sd300c_plain_roll_00001201_09,sd300c,plain_roll,1,geometric_inlier_count,6.0,2.0,-4.0,False,False,True,False,False,False,False,True,True,1195.9819,0.0,1.0,-31.0,-4.0
pilot_genuine_sd300c_plain_roll_00001209_03,sd300c,plain_roll,1,geometric_inlier_count,15.0,5.0,-10.0,True,True,True,False,False,False,False,True,True,956.8226,0.0,0.0,-35.0,-10.0
pilot_genuine_sd300c_plain_roll_00001406_04,sd300c,plain_roll,1,geometric_inlier_count,82.0,27.0,-55.0,True,True,True,False,False,False,False,True,True,1023.0834000000001,0.0,1.0,-63.0,-55.0
pilot_genuine_sd300c_plain_roll_00001837_05,sd300c,plain_roll,1,geometric_inlier_count,9.0,2.0,-7.0,False,False,True,False,False,False,False,True,True,1066.0429000000001,-1.0,-1.0,-26.0,-7.0
pilot_genuine_sd300c_plain_roll_00001850_03,sd300c,plain_roll,1,geometric_inlier_count,6.0,5.0,-1.0,False,True,False,False,True,False,False,True,True,1035.6992,0.0,-1.0,-20.0,-1.0
pilot_genuine_sd300c_plain_roll_00001861_03,sd300c,plain_roll,1,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,889.8507,-99.0,0.0,-25.0,-3.0
pilot_genuine_sd300c_plain_self_00001005_08,sd300c,plain_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,335.714,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001198_05,sd300c,plain_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,374.33990000000006,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001229_06,sd300c,plain_self,1,geometric_inlier_count,3002.0,3000.0,-2.0,True,True,True,False,False,False,False,True,True,1365.3316,-2.0,-2.0,-2.0,-2.0
pilot_genuine_sd300c_plain_self_00001233_01,sd300c,plain_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1101.5903,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001441_03,sd300c,plain_self,1,geometric_inlier_count,3000.0,3001.0,1.0,True,True,True,False,False,False,False,True,True,390.9785999999999,1.0,1.0,1.0,1.0
pilot_genuine_sd300c_plain_self_00001454_03,sd300c,plain_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,374.9982,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001476_08,sd300c,plain_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,292.0913,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001518_06,sd300c,plain_self,1,geometric_inlier_count,3001.0,3001.0,0.0,True,True,True,False,False,False,False,True,True,996.9720000000001,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001530_01,sd300c,plain_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,964.5013,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001544_03,sd300c,plain_self,1,geometric_inlier_count,3000.0,1791.0,-1209.0,True,True,True,False,False,False,False,True,True,94.18670000000003,-1209.0,-1209.0,-1209.0,-1209.0
pilot_genuine_sd300c_plain_self_00001568_03,sd300c,plain_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,159.4171,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_plain_self_00001721_01,sd300c,plain_self,1,geometric_inlier_count,3000.0,3001.0,1.0,True,True,True,False,False,False,False,True,True,1055.7534999999998,1.0,1.0,1.0,1.0
pilot_genuine_sd300c_roll_self_00001006_05,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1824.9507999999998,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001070_01,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1873.9825,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001082_03,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,2028.7657000000002,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001114_09,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1974.1549,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001168_06,sd300c,roll_self,1,geometric_inlier_count,3001.0,3001.0,0.0,True,True,True,False,False,False,False,True,True,1977.5477999999998,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001429_06,sd300c,roll_self,1,geometric_inlier_count,3000.0,3001.0,1.0,True,True,True,False,False,False,False,True,True,1889.6809,1.0,1.0,1.0,1.0
pilot_genuine_sd300c_roll_self_00001526_04,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1969.3713,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001547_08,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1866.4697,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001581_05,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1803.3211999999999,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001585_09,sd300c,roll_self,1,geometric_inlier_count,3001.0,3001.0,0.0,True,True,True,False,False,False,False,True,True,1865.3945999999999,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001609_06,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1211.9532000000002,0.0,0.0,0.0,0.0
pilot_genuine_sd300c_roll_self_00001777_09,sd300c,roll_self,1,geometric_inlier_count,3000.0,3000.0,0.0,True,True,True,False,False,False,False,True,True,1705.8053,0.0,0.0,0.0,0.0
pilot_impostor_sd300b_00001,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,163.74290000000002,0.0,-1.0,-5.0,-3.0
pilot_impostor_sd300b_00002,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,185.12819999999996,1.0,1.0,-27.0,-4.0
pilot_impostor_sd300b_00003,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,208.3569,0.0,0.0,-18.0,-5.0
pilot_impostor_sd300b_00004,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,185.48409999999998,-1.0,0.0,-23.0,-4.0
pilot_impostor_sd300b_00005,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,234.42989999999998,0.0,0.0,-42.0,-5.0
pilot_impostor_sd300b_00006,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,3.0,-2.0,False,False,True,False,False,False,False,True,True,230.6442,0.0,0.0,-28.0,-2.0
pilot_impostor_sd300b_00007,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,284.55060000000003,0.0,0.0,-11.0,-2.0
pilot_impostor_sd300b_00008,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,148.03529999999998,0.0,1.0,-3.0,-3.0
pilot_impostor_sd300b_00009,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,168.9036,0.0,0.0,-15.0,-4.0
pilot_impostor_sd300b_00010,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,156.81249999999997,-2668.0,0.0,-32.0,-4.0
pilot_impostor_sd300b_00011,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,174.3074,-2071.0,0.0,-14.0,-5.0
pilot_impostor_sd300b_00012,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,204.99830000000003,0.0,0.0,-30.0,-5.0
pilot_impostor_sd300b_00013,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,291.8509,0.0,0.0,-3.0,-2.0
pilot_impostor_sd300b_00014,sd300b,impostor_sanity,0,geometric_inlier_count,11.0,0.0,-11.0,True,False,False,True,False,False,True,True,False,219.69260000000003,0.0,0.0,-70.0,-11.0
pilot_impostor_sd300b_00015,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,196.644,0.0,-1.0,-17.0,-3.0
pilot_impostor_sd300b_00016,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,217.41289999999998,1.0,-1.0,-6.0,-3.0
pilot_impostor_sd300b_00017,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,165.16800000000003,0.0,0.0,-16.0,-1.0
pilot_impostor_sd300b_00018,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,201.261,0.0,0.0,-14.0,-3.0
pilot_impostor_sd300b_00019,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,176.89749999999998,-213.0,-1.0,-17.0,-2.0
pilot_impostor_sd300b_00020,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,216.51870000000002,0.0,0.0,-15.0,-3.0
pilot_impostor_sd300b_00021,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,206.129,0.0,0.0,-8.0,-1.0
pilot_impostor_sd300b_00022,sd300b,impostor_sanity,0,geometric_inlier_count,8.0,4.0,-4.0,False,True,False,False,True,False,False,True,True,267.5019,0.0,0.0,-21.0,-4.0
pilot_impostor_sd300b_00023,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,172.6099,1.0,0.0,-8.0,-1.0
pilot_impostor_sd300b_00024,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,255.02050000000003,0.0,0.0,-19.0,-3.0
pilot_impostor_sd300b_00025,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,231.3934,0.0,1.0,-50.0,-5.0
pilot_impostor_sd300b_00026,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,203.798,-575.0,-1.0,-11.0,-1.0
pilot_impostor_sd300b_00027,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,217.3101,-216.0,0.0,-11.0,-2.0
pilot_impostor_sd300b_00028,sd300b,impostor_sanity,0,geometric_inlier_count,6.0,3.0,-3.0,False,False,True,False,False,False,False,True,True,204.4402,0.0,-1.0,-23.0,-3.0
pilot_impostor_sd300b_00029,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,179.10009999999997,-535.0,0.0,-6.0,-3.0
pilot_impostor_sd300b_00030,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,230.05790000000002,0.0,1.0,-16.0,-3.0
pilot_impostor_sd300b_00031,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,150.78820000000002,-713.0,0.0,-9.0,-3.0
pilot_impostor_sd300b_00032,sd300b,impostor_sanity,0,geometric_inlier_count,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,137.1942,-857.0,-1.0,-37.0,0.0
pilot_impostor_sd300b_00033,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,219.7452,-690.0,0.0,-5.0,-3.0
pilot_impostor_sd300b_00034,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,207.15410000000003,0.0,0.0,-15.0,-3.0
pilot_impostor_sd300b_00035,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,272.1345,0.0,1.0,-10.0,-4.0
pilot_impostor_sd300b_00036,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,3.0,-1.0,False,False,True,False,False,False,False,True,True,256.0516,-1.0,1.0,-16.0,-1.0
pilot_impostor_sd300b_00037,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,152.82969999999997,0.0,0.0,-14.0,-3.0
pilot_impostor_sd300b_00038,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,216.6528,0.0,-1.0,-12.0,-3.0
pilot_impostor_sd300b_00039,sd300b,impostor_sanity,0,geometric_inlier_count,8.0,0.0,-8.0,False,False,True,False,False,False,True,True,False,318.42929999999996,-1.0,-1.0,-45.0,-8.0
pilot_impostor_sd300b_00040,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,275.2214,0.0,0.0,-14.0,-5.0
pilot_impostor_sd300b_00041,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,158.72620000000003,-1836.0,0.0,-10.0,-3.0
pilot_impostor_sd300b_00042,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,256.9615,0.0,0.0,-25.0,-5.0
pilot_impostor_sd300b_00043,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,194.79290000000003,0.0,-1.0,-13.0,-3.0
pilot_impostor_sd300b_00044,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,212.60820000000004,1.0,1.0,-34.0,-4.0
pilot_impostor_sd300b_00045,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,140.6669,-1266.0,0.0,-18.0,-3.0
pilot_impostor_sd300b_00046,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,3.0,0.0,False,False,True,False,False,False,False,True,True,158.4771,1.0,1.0,-8.0,0.0
pilot_impostor_sd300b_00047,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,142.2996,-1064.0,0.0,-15.0,-3.0
pilot_impostor_sd300b_00048,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,195.04720000000003,0.0,2.0,-12.0,-3.0
pilot_impostor_sd300b_00049,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,2.0,-3.0,False,False,True,False,False,False,False,True,True,217.3807,0.0,0.0,-29.0,-3.0
pilot_impostor_sd300b_00050,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,247.43269999999998,0.0,0.0,-17.0,-4.0
pilot_impostor_sd300b_00051,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,2.0,-2.0,False,False,True,False,False,False,False,True,True,226.35600000000002,0.0,0.0,-15.0,-2.0
pilot_impostor_sd300b_00052,sd300b,impostor_sanity,0,geometric_inlier_count,8.0,2.0,-6.0,False,False,True,False,False,False,False,True,True,323.2503,0.0,1.0,-24.0,-6.0
pilot_impostor_sd300b_00053,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,133.16409999999996,-1352.0,1.0,-6.0,-3.0
pilot_impostor_sd300b_00054,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,225.28929999999997,0.0,-1.0,-30.0,-4.0
pilot_impostor_sd300b_00055,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,208.7721,1.0,0.0,-15.0,-3.0
pilot_impostor_sd300b_00056,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,3.0,-2.0,False,False,True,False,False,False,False,True,True,260.2472,1.0,0.0,-15.0,-2.0
pilot_impostor_sd300b_00057,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,3.0,-1.0,False,False,True,False,False,False,False,True,True,192.76010000000002,-1.0,1.0,-12.0,-1.0
pilot_impostor_sd300b_00058,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,177.70780000000002,1.0,-1.0,-14.0,-3.0
pilot_impostor_sd300b_00059,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,2.0,-1.0,False,False,True,False,False,False,False,True,True,248.0079,1.0,0.0,-6.0,-1.0
pilot_impostor_sd300b_00060,sd300b,impostor_sanity,0,geometric_inlier_count,4.0,0.0,-4.0,False,False,True,False,False,False,True,True,False,279.8117,0.0,0.0,-8.0,-4.0
pilot_impostor_sd300b_00061,sd300b,impostor_sanity,0,geometric_inlier_count,3.0,0.0,-3.0,False,False,True,False,False,False,True,True,False,249.85469999999998,-480.0,0.0,-8.0,-3.0
pilot_impostor_sd300b_00062,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,3.0,-2.0,False,False,True,False,False,False,False,True,True,289.8438,0.0,1.0,-31.0,-2.0
pilot_impostor_sd300b_00063,sd300b,impostor_sanity,0,geometric_inlier_count,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,151.1749,-2190.0,0.0,-1.0,0.0
pilot_impostor_sd300b_00064,sd300b,impostor_sanity,0,geometric_inlier_count,5.0,0.0,-5.0,False,False,True,False,False,False,True,True,False,261.4511,-1.0,-1.0,-23.0,-5.0
